"period","zone","age","measure","value"
"2000-2002","S01001830","All","Count",6
"2011-2013","S01001830","19 And Under","Count",2
"2008-2010","S01001830","All","Count",8
"2001-2003","S01001830","19 And Under","Ratio","16.67"
"2002-2004","S01001830","19 And Under","Ratio","14.29"
"2003-2005","S01001830","19 And Under","Ratio","12.5"
"2004-2006","S01001830","19 And Under","Ratio","12.5"
"2005-2007","S01001830","19 And Under","Ratio","9.09"
"2006-2008","S01001830","19 And Under","Ratio",0
"2007-2009","S01001830","19 And Under","Ratio","11.11"
"2008-2010","S01001830","19 And Under","Ratio","12.5"
"2009-2011","S01001830","19 And Under","Ratio","12.5"
"2010-2012","S01001830","19 And Under","Ratio","16.67"
"2000-2002","S01001830","19 And Under","Ratio","16.67"
"2011-2013","S01001830","19 And Under","Ratio",50
"2003-2005","S01001830","35 And Over","Ratio",25
"2008-2010","S01001830","35 And Over","Ratio","12.5"
"2009-2011","S01001830","35 And Over","Ratio",0
"2002-2004","S01001830","35 And Over","Ratio","28.57"
"2000-2002","S01001830","35 And Over","Ratio",0
"2004-2006","S01001830","35 And Over","Ratio",25
"2005-2007","S01001830","35 And Over","Ratio","27.27"
"2001-2003","S01001830","35 And Over","Ratio","33.33"
"2006-2008","S01001830","35 And Over","Ratio",40
"2007-2009","S01001830","35 And Over","Ratio","22.22"
"2011-2013","S01001830","35 And Over","Ratio",0
"2010-2012","S01001830","35 And Over","Ratio",0
"2008-2010","S01001831","35 And Over","Count",0
"2003-2005","S01001831","All","Count",7
"2000-2002","S01001831","35 And Over","Count",0
"2001-2003","S01001831","19 And Under","Count",2
"2007-2009","S01001831","All","Count",10
"2002-2004","S01001831","19 And Under","Count",1
"2009-2011","S01001831","35 And Over","Count",0
"2011-2013","S01001831","35 And Over","Count",1
"2001-2003","S01001831","All","Count",6
"2003-2005","S01001831","19 And Under","Count",0
"2006-2008","S01001831","All","Count",9
"2004-2006","S01001831","19 And Under","Count",2
"2005-2007","S01001831","35 And Over","Count",1
"2002-2004","S01001831","35 And Over","Count",1
"2006-2008","S01001831","35 And Over","Count",1
"2004-2006","S01001831","35 And Over","Count",1
"2005-2007","S01001831","19 And Under","Count",2
"2010-2012","S01001831","35 And Over","Count",0
"2003-2005","S01001831","35 And Over","Count",1
"2004-2006","S01001831","All","Count",8
"2006-2008","S01001831","19 And Under","Count",2
"2011-2013","S01001831","All","Count",6
"2007-2009","S01001831","35 And Over","Count",1
"2001-2003","S01001831","35 And Over","Count",0
"2005-2007","S01001831","All","Count",9
"2007-2009","S01001831","19 And Under","Count",0
"2008-2010","S01001831","19 And Under","Count",1
"2010-2012","S01001831","All","Count",5
"2009-2011","S01001831","19 And Under","Count",1
"2002-2004","S01001831","All","Count",7
"2009-2011","S01001831","All","Count",6
"2010-2012","S01001831","19 And Under","Count",1
"2000-2002","S01001831","19 And Under","Count",2
"2000-2002","S01001831","All","Count",6
"2011-2013","S01001831","19 And Under","Count",0
"2008-2010","S01001831","All","Count",7
"2001-2003","S01001831","19 And Under","Ratio","33.33"
"2002-2004","S01001831","19 And Under","Ratio","14.29"
"2003-2005","S01001831","19 And Under","Ratio",0
"2004-2006","S01001831","19 And Under","Ratio",25
"2005-2007","S01001831","19 And Under","Ratio","22.22"
"2006-2008","S01001831","19 And Under","Ratio","22.22"
"2007-2009","S01001831","19 And Under","Ratio",0
"2008-2010","S01001831","19 And Under","Ratio","14.29"
"2009-2011","S01001831","19 And Under","Ratio","16.67"
"2010-2012","S01001831","19 And Under","Ratio",20
"2000-2002","S01001831","19 And Under","Ratio","33.33"
"2011-2013","S01001831","19 And Under","Ratio",0
"2003-2005","S01001831","35 And Over","Ratio","14.29"
"2008-2010","S01001831","35 And Over","Ratio",0
"2009-2011","S01001831","35 And Over","Ratio",0
"2002-2004","S01001831","35 And Over","Ratio","14.29"
"2000-2002","S01001831","35 And Over","Ratio",0
"2004-2006","S01001831","35 And Over","Ratio","12.5"
"2005-2007","S01001831","35 And Over","Ratio","11.11"
"2001-2003","S01001831","35 And Over","Ratio",0
"2006-2008","S01001831","35 And Over","Ratio","11.11"
"2007-2009","S01001831","35 And Over","Ratio",10
"2011-2013","S01001831","35 And Over","Ratio","16.67"
"2010-2012","S01001831","35 And Over","Ratio",0
"2008-2010","S01001832","35 And Over","Count",2
"2003-2005","S01001832","All","Count",10
"2000-2002","S01001832","35 And Over","Count",0
"2001-2003","S01001832","19 And Under","Count",1
"2007-2009","S01001832","All","Count",12
"2002-2004","S01001832","19 And Under","Count",3
"2009-2011","S01001832","35 And Over","Count",2
"2011-2013","S01001832","35 And Over","Count",0
"2001-2003","S01001832","All","Count",8
"2003-2005","S01001832","19 And Under","Count",2
"2006-2008","S01001832","All","Count",9
"2004-2006","S01001832","19 And Under","Count",2
"2005-2007","S01001832","35 And Over","Count",1
"2002-2004","S01001832","35 And Over","Count",0
"2006-2008","S01001832","35 And Over","Count",1
"2004-2006","S01001832","35 And Over","Count",1
"2005-2007","S01001832","19 And Under","Count",0
"2010-2012","S01001832","35 And Over","Count",1
"2003-2005","S01001832","35 And Over","Count",0
"2004-2006","S01001832","All","Count",10
"2006-2008","S01001832","19 And Under","Count",0
"2011-2013","S01001832","All","Count",6
"2007-2009","S01001832","35 And Over","Count",1
"2001-2003","S01001832","35 And Over","Count",0
"2005-2007","S01001832","All","Count",7
"2007-2009","S01001832","19 And Under","Count",0
"2008-2010","S01001832","19 And Under","Count",1
"2010-2012","S01001832","All","Count",8
"2009-2011","S01001832","19 And Under","Count",1
"2002-2004","S01001832","All","Count",10
"2009-2011","S01001832","All","Count",12
"2010-2012","S01001832","19 And Under","Count",1
"2000-2002","S01001832","19 And Under","Count",1
"2000-2002","S01001832","All","Count",8
"2011-2013","S01001832","19 And Under","Count",0
"2008-2010","S01001832","All","Count",13
"2001-2003","S01001832","19 And Under","Ratio","12.5"
"2002-2004","S01001832","19 And Under","Ratio",30
"2003-2005","S01001832","19 And Under","Ratio",20
"2004-2006","S01001832","19 And Under","Ratio",20
"2005-2007","S01001832","19 And Under","Ratio",0
"2006-2008","S01001832","19 And Under","Ratio",0
"2007-2009","S01001832","19 And Under","Ratio",0
"2008-2010","S01001832","19 And Under","Ratio","7.69"
"2009-2011","S01001832","19 And Under","Ratio","8.33"
"2010-2012","S01001832","19 And Under","Ratio","12.5"
"2000-2002","S01001832","19 And Under","Ratio","12.5"
"2011-2013","S01001832","19 And Under","Ratio",0
"2003-2005","S01001832","35 And Over","Ratio",0
"2008-2010","S01001832","35 And Over","Ratio","15.38"
"2009-2011","S01001832","35 And Over","Ratio","16.67"
"2002-2004","S01001832","35 And Over","Ratio",0
"2000-2002","S01001832","35 And Over","Ratio",0
"2004-2006","S01001832","35 And Over","Ratio",10
"2005-2007","S01001832","35 And Over","Ratio","14.29"
"2001-2003","S01001832","35 And Over","Ratio",0
"2006-2008","S01001832","35 And Over","Ratio","11.11"
"2007-2009","S01001832","35 And Over","Ratio","8.33"
"2011-2013","S01001832","35 And Over","Ratio",0
"2010-2012","S01001832","35 And Over","Ratio","12.5"
"2008-2010","S01001833","35 And Over","Count",6
"2003-2005","S01001833","All","Count",14
"2000-2002","S01001833","35 And Over","Count",4
"2001-2003","S01001833","19 And Under","Count",0
"2007-2009","S01001833","All","Count",18
"2002-2004","S01001833","19 And Under","Count",0
"2009-2011","S01001833","35 And Over","Count",4
"2011-2013","S01001833","35 And Over","Count",1
"2001-2003","S01001833","All","Count",15
"2003-2005","S01001833","19 And Under","Count",0
"2006-2008","S01001833","All","Count",20
"2004-2006","S01001833","19 And Under","Count",0
"2005-2007","S01001833","35 And Over","Count",9
"2002-2004","S01001833","35 And Over","Count",3
"2006-2008","S01001833","35 And Over","Count",10
"2004-2006","S01001833","35 And Over","Count",8
"2005-2007","S01001833","19 And Under","Count",0
"2010-2012","S01001833","35 And Over","Count",3
"2003-2005","S01001833","35 And Over","Count",3
"2004-2006","S01001833","All","Count",20
"2006-2008","S01001833","19 And Under","Count",0
"2011-2013","S01001833","All","Count",5
"2007-2009","S01001833","35 And Over","Count",6
"2001-2003","S01001833","35 And Over","Count",3
"2005-2007","S01001833","All","Count",19
"2007-2009","S01001833","19 And Under","Count",0
"2008-2010","S01001833","19 And Under","Count",0
"2010-2012","S01001833","All","Count",9
"2009-2011","S01001833","19 And Under","Count",0
"2002-2004","S01001833","All","Count",17
"2009-2011","S01001833","All","Count",15
"2010-2012","S01001833","19 And Under","Count",0
"2000-2002","S01001833","19 And Under","Count",0
"2000-2002","S01001833","All","Count",19
"2011-2013","S01001833","19 And Under","Count",0
"2008-2010","S01001833","All","Count",18
"2001-2003","S01001833","19 And Under","Ratio",0
"2002-2004","S01001833","19 And Under","Ratio",0
"2003-2005","S01001833","19 And Under","Ratio",0
"2004-2006","S01001833","19 And Under","Ratio",0
"2005-2007","S01001833","19 And Under","Ratio",0
"2006-2008","S01001833","19 And Under","Ratio",0
"2007-2009","S01001833","19 And Under","Ratio",0
"2008-2010","S01001833","19 And Under","Ratio",0
"2009-2011","S01001833","19 And Under","Ratio",0
"2010-2012","S01001833","19 And Under","Ratio",0
"2000-2002","S01001833","19 And Under","Ratio",0
"2011-2013","S01001833","19 And Under","Ratio",0
"2003-2005","S01001833","35 And Over","Ratio","21.43"
"2008-2010","S01001833","35 And Over","Ratio","33.33"
"2009-2011","S01001833","35 And Over","Ratio","26.67"
"2002-2004","S01001833","35 And Over","Ratio","17.65"
"2000-2002","S01001833","35 And Over","Ratio","21.05"
"2004-2006","S01001833","35 And Over","Ratio",40
"2005-2007","S01001833","35 And Over","Ratio","47.37"
"2001-2003","S01001833","35 And Over","Ratio",20
"2006-2008","S01001833","35 And Over","Ratio",50
"2007-2009","S01001833","35 And Over","Ratio","33.33"
"2011-2013","S01001833","35 And Over","Ratio",20
"2010-2012","S01001833","35 And Over","Ratio","33.33"
"2008-2010","S01001834","35 And Over","Count",2
"2003-2005","S01001834","All","Count",7
"2000-2002","S01001834","35 And Over","Count",0
"2001-2003","S01001834","19 And Under","Count",0
"2007-2009","S01001834","All","Count",7
"2002-2004","S01001834","19 And Under","Count",0
"2009-2011","S01001834","35 And Over","Count",2
"2011-2013","S01001834","35 And Over","Count",0
"2001-2003","S01001834","All","Count",9
"2003-2005","S01001834","19 And Under","Count",0
"2006-2008","S01001834","All","Count",6
"2004-2006","S01001834","19 And Under","Count",0
"2005-2007","S01001834","35 And Over","Count",1
"2002-2004","S01001834","35 And Over","Count",0
"2006-2008","S01001834","35 And Over","Count",1
"2004-2006","S01001834","35 And Over","Count",0
"2005-2007","S01001834","19 And Under","Count",1
"2010-2012","S01001834","35 And Over","Count",1
"2003-2005","S01001834","35 And Over","Count",0
"2004-2006","S01001834","All","Count",4
"2006-2008","S01001834","19 And Under","Count",1
"2011-2013","S01001834","All","Count",2
"2007-2009","S01001834","35 And Over","Count",2
"2001-2003","S01001834","35 And Over","Count",0
"2005-2007","S01001834","All","Count",4
"2007-2009","S01001834","19 And Under","Count",1
"2008-2010","S01001834","19 And Under","Count",0
"2010-2012","S01001834","All","Count",3
"2009-2011","S01001834","19 And Under","Count",0
"2002-2004","S01001834","All","Count",8
"2009-2011","S01001834","All","Count",4
"2010-2012","S01001834","19 And Under","Count",0
"2000-2002","S01001834","19 And Under","Count",0
"2000-2002","S01001834","All","Count",9
"2011-2013","S01001834","19 And Under","Count",0
"2008-2010","S01001834","All","Count",6
"2001-2003","S01001834","19 And Under","Ratio",0
"2002-2004","S01001834","19 And Under","Ratio",0
"2003-2005","S01001834","19 And Under","Ratio",0
"2004-2006","S01001834","19 And Under","Ratio",0
"2005-2007","S01001834","19 And Under","Ratio",25
"2006-2008","S01001834","19 And Under","Ratio","16.67"
"2007-2009","S01001834","19 And Under","Ratio","14.29"
"2008-2010","S01001834","19 And Under","Ratio",0
"2009-2011","S01001834","19 And Under","Ratio",0
"2010-2012","S01001834","19 And Under","Ratio",0
"2000-2002","S01001834","19 And Under","Ratio",0
"2011-2013","S01001834","19 And Under","Ratio",0
"2003-2005","S01001834","35 And Over","Ratio",0
"2008-2010","S01001834","35 And Over","Ratio","33.33"
"2009-2011","S01001834","35 And Over","Ratio",50
"2002-2004","S01001834","35 And Over","Ratio",0
"2000-2002","S01001834","35 And Over","Ratio",0
"2004-2006","S01001834","35 And Over","Ratio",0
"2005-2007","S01001834","35 And Over","Ratio",25
"2001-2003","S01001834","35 And Over","Ratio",0
"2006-2008","S01001834","35 And Over","Ratio","16.67"
"2007-2009","S01001834","35 And Over","Ratio","28.57"
"2011-2013","S01001834","35 And Over","Ratio",0
"2010-2012","S01001834","35 And Over","Ratio","33.33"
"2008-2010","S01001835","35 And Over","Count",4
"2003-2005","S01001835","All","Count",19
"2000-2002","S01001835","35 And Over","Count",5
"2001-2003","S01001835","19 And Under","Count",0
"2007-2009","S01001835","All","Count",21
"2002-2004","S01001835","19 And Under","Count",0
"2009-2011","S01001835","35 And Over","Count",1
"2011-2013","S01001835","35 And Over","Count",2
"2001-2003","S01001835","All","Count",17
"2003-2005","S01001835","19 And Under","Count",0
"2006-2008","S01001835","All","Count",19
"2004-2006","S01001835","19 And Under","Count",0
"2005-2007","S01001835","35 And Over","Count",5
"2002-2004","S01001835","35 And Over","Count",4
"2006-2008","S01001835","35 And Over","Count",6
"2004-2006","S01001835","35 And Over","Count",5
"2005-2007","S01001835","19 And Under","Count",0
"2010-2012","S01001835","35 And Over","Count",1
"2003-2005","S01001835","35 And Over","Count",5
"2004-2006","S01001835","All","Count",19
"2006-2008","S01001835","19 And Under","Count",0
"2011-2013","S01001835","All","Count",8
"2007-2009","S01001835","35 And Over","Count",5
"2001-2003","S01001835","35 And Over","Count",5
"2005-2007","S01001835","All","Count",20
"2007-2009","S01001835","19 And Under","Count",1
"2008-2010","S01001835","19 And Under","Count",1
"2010-2012","S01001835","All","Count",8
"2009-2011","S01001835","19 And Under","Count",1
"2002-2004","S01001835","All","Count",14
"2009-2011","S01001835","All","Count",12
"2010-2012","S01001835","19 And Under","Count",0
"2000-2002","S01001835","19 And Under","Count",0
"2000-2002","S01001835","All","Count",17
"2011-2013","S01001835","19 And Under","Count",0
"2008-2010","S01001835","All","Count",17
"2001-2003","S01001835","19 And Under","Ratio",0
"2002-2004","S01001835","19 And Under","Ratio",0
"2003-2005","S01001835","19 And Under","Ratio",0
"2004-2006","S01001835","19 And Under","Ratio",0
"2005-2007","S01001835","19 And Under","Ratio",0
"2006-2008","S01001835","19 And Under","Ratio",0
"2007-2009","S01001835","19 And Under","Ratio","4.76"
"2008-2010","S01001835","19 And Under","Ratio","5.88"
"2009-2011","S01001835","19 And Under","Ratio","8.33"
"2010-2012","S01001835","19 And Under","Ratio",0
"2000-2002","S01001835","19 And Under","Ratio",0
"2011-2013","S01001835","19 And Under","Ratio",0
"2003-2005","S01001835","35 And Over","Ratio","26.32"
"2008-2010","S01001835","35 And Over","Ratio","23.53"
"2009-2011","S01001835","35 And Over","Ratio","8.33"
"2002-2004","S01001835","35 And Over","Ratio","28.57"
"2000-2002","S01001835","35 And Over","Ratio","29.41"
"2004-2006","S01001835","35 And Over","Ratio","26.32"
"2005-2007","S01001835","35 And Over","Ratio",25
"2001-2003","S01001835","35 And Over","Ratio","29.41"
"2006-2008","S01001835","35 And Over","Ratio","31.58"
"2007-2009","S01001835","35 And Over","Ratio","23.81"
"2011-2013","S01001835","35 And Over","Ratio",25
"2010-2012","S01001835","35 And Over","Ratio","12.5"
"2008-2010","S01001836","35 And Over","Count",5
"2003-2005","S01001836","All","Count",5
"2000-2002","S01001836","35 And Over","Count",2
"2001-2003","S01001836","19 And Under","Count",0
"2007-2009","S01001836","All","Count",12
"2002-2004","S01001836","19 And Under","Count",0
"2009-2011","S01001836","35 And Over","Count",2
"2011-2013","S01001836","35 And Over","Count",0
"2001-2003","S01001836","All","Count",5
"2003-2005","S01001836","19 And Under","Count",0
"2006-2008","S01001836","All","Count",12
"2004-2006","S01001836","19 And Under","Count",0
"2005-2007","S01001836","35 And Over","Count",6
"2002-2004","S01001836","35 And Over","Count",1
"2006-2008","S01001836","35 And Over","Count",8
"2004-2006","S01001836","35 And Over","Count",4
"2005-2007","S01001836","19 And Under","Count",0
